ID,Material Name,Category,Unit Cost (USD),Stock Level,Monthly Sales,Avg Lead Time (days),Durability (1-10),Eco-Friendly,Recommended For,Customer Rating (1-5),Image URL,Popular Regions,Seasonality Index,Year,Month
586,Padded Envelope,Box,1.8,3561,1730.12,7,9,No,"Food, Toys, Clothing",3.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, Asia",1.21,2073,April
587,Corrugated Cardboard,Envelope,0.6,3536,1211.32,6,6,No,"Toys, Tools, Food",3.9,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Latin America,0.91,2073,May
588,Padded Envelope,Box,1.31,779,944.72,5,5,No,"Tools, Clothing",4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, UAE",0.74,2073,June
589,Plastic Mailer,Envelope,1.83,252,2009.72,10,8,Yes,Toys,4.6,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Europe, Latin America",1.33,2073,July
590,Shrink Wrap,Envelope,1.58,1219,1403.35,8,5,No,Glassware,4.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Australia,1.1,2073,August
591,Rigid Boxes,Envelope,1.21,1794,1700.29,10,4,No,Books,3.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Australia, North America",1.21,2073,September
592,Jiffy Bag,Bag,1.85,599,1674.0,13,8,Yes,"Jewelry, Glassware",3.1,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"UAE, Africa",1.26,2073,October
593,Kraft Paper,Bag,1.26,954,1666.73,10,9,No,Clothing,3.5,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Latin America,1.14,2073,November
594,Plastic Mailer,Envelope,1.55,1936,1528.27,4,4,Yes,Accessories,4.2,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,1.06,2073,December
595,Thermal Insulated Box,Box,0.25,2285,2063.57,5,4,No,Jewelry,5.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.34,2074,January
596,Shrink Wrap,Bag,0.17,1753,1562.39,4,3,Yes,"Clothing, Glassware, Food",4.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.18,2074,February
597,Biodegradable Foam,Envelope,1.21,3885,1710.53,3,4,No,"Accessories, Jewelry",4.1,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Latin America, UAE",1.26,2074,March
598,Plastic Mailer,Bag,0.96,4324,1837.64,9,8,Yes,"Books, Electronics, Tools",4.2,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,UAE,1.46,2074,April
599,Corrugated Cardboard,Wrap,0.23,4259,1093.25,5,7,Yes,"Clothing, Tools, Electronics",3.8,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Australia,0.82,2074,May
600,Plastic Mailer,Envelope,0.85,4953,1071.41,4,3,No,Clothing,3.7,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Australia, Africa",0.74,2074,June
601,Plastic Mailer,Wrap,0.63,2637,1996.11,15,9,No,"Cosmetics, Jewelry",3.9,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,North America,1.33,2074,July
602,Jiffy Bag,Bag,1.15,3176,1076.57,5,6,Yes,"Tools, Cosmetics, Jewelry",4.7,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Africa, Europe",0.85,2074,August
603,Kraft Paper,Filler,1.12,4466,1273.9,12,4,Yes,"Tools, Accessories, Clothing",4.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Australia,0.84,2074,September
604,Stretch Film,Envelope,0.44,176,2059.66,14,10,No,Food,4.2,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Latin America, Africa",1.3,2074,October
605,Biodegradable Foam,Filler,1.78,3643,1612.72,11,5,Yes,"Electronics, Cosmetics",4.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Africa, Latin America",1.11,2074,November
606,Bubble Wrap,Wrap,0.3,509,2021.62,8,4,Yes,"Jewelry, Toys, Glassware",4.5,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.22,2074,December
607,Corrugated Cardboard,Filler,0.29,4113,1840.78,6,10,Yes,Books,4.6,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Asia,1.43,2075,January
608,Biodegradable Foam,Filler,0.64,4575,1404.79,5,6,Yes,Toys,4.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Asia,1.15,2075,February
609,Stretch Film,Wrap,1.75,1786,1066.75,8,3,Yes,"Clothing, Tools",3.3,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Australia, UAE",0.93,2075,March
610,Padded Envelope,Envelope,1.64,3706,1636.03,15,8,Yes,"Glassware, Jewelry",3.6,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Australia,1.02,2075,April
611,Shrink Wrap,Bag,1.68,124,1873.01,6,3,Yes,Glassware,3.0,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Latin America, North America",1.26,2075,May
612,Jiffy Bag,Box,1.26,4820,998.97,2,9,No,Clothing,4.5,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,North America,0.72,2075,June
613,Honeycomb Paper,Wrap,1.25,4304,1907.59,4,4,No,"Toys, Tools",4.9,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Europe, Latin America",1.33,2075,July
614,Bubble Wrap,Filler,0.16,1411,1349.62,2,4,Yes,"Accessories, Jewelry, Cosmetics",3.5,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.09,2075,August
615,Biodegradable Foam,Envelope,0.74,424,1493.35,7,7,No,"Cosmetics, Food",3.4,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Australia,0.86,2075,September
616,Honeycomb Paper,Filler,1.62,2961,1257.79,11,9,Yes,"Clothing, Electronics, Glassware",3.1,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Australia,0.89,2075,October
617,Shrink Wrap,Box,1.96,2811,1861.83,12,7,No,"Cosmetics, Accessories, Clothing",4.4,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Europe, Africa",1.32,2075,November
618,Corrugated Cardboard,Filler,0.62,3294,1152.29,12,10,Yes,"Electronics, Accessories, Cosmetics",4.1,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Australia",0.77,2075,December
619,Biodegradable Foam,Filler,0.2,4694,2061.88,15,8,No,"Cosmetics, Accessories",4.2,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Europe",1.41,2076,January
620,Thermal Insulated Box,Wrap,1.41,4499,1540.57,4,8,Yes,"Jewelry, Toys",3.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,1.08,2076,February
621,Corrugated Cardboard,Envelope,0.35,874,1400.57,7,4,No,"Glassware, Electronics, Jewelry",4.6,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,North America,1.09,2076,March
622,Shrink Wrap,Filler,1.19,3089,1387.95,9,8,Yes,Cosmetics,3.3,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Europe,0.95,2076,April
623,Shrink Wrap,Box,0.99,2769,1624.64,8,4,No,"Clothing, Electronics, Accessories",4.4,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Europe,0.98,2076,May
624,Stretch Film,Bag,1.39,3504,1503.78,7,5,Yes,"Books, Electronics, Glassware",4.7,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"North America, Latin America",0.95,2076,June
625,Thermal Insulated Box,Filler,1.01,508,1746.9,11,7,Yes,"Jewelry, Cosmetics, Books",4.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Australia, UAE",1.08,2076,July
626,Rigid Boxes,Filler,0.78,4100,1125.31,2,7,No,Cosmetics,3.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Latin America, Europe",0.85,2076,August
627,Plastic Mailer,Box,0.84,1102,930.29,6,10,No,"Food, Clothing, Electronics",3.1,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Australia, UAE",0.74,2076,September
628,Shrink Wrap,Envelope,0.93,4755,1074.58,9,7,Yes,"Accessories, Books, Jewelry",3.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"UAE, Europe",0.78,2076,October
629,Kraft Paper,Box,0.08,2217,2048.37,11,10,Yes,"Cosmetics, Electronics, Accessories",3.6,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Asia, Australia",1.46,2076,November
630,Kraft Paper,Bag,0.54,3323,1764.58,5,6,Yes,"Books, Toys, Cosmetics",4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,North America,1.14,2076,December
631,Bubble Wrap,Envelope,1.52,2880,880.9,12,8,No,"Tools, Glassware",3.0,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, Latin America",0.76,2077,January
632,Corrugated Cardboard,Envelope,0.15,4671,1319.07,8,3,Yes,Electronics,3.0,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Latin America, Australia",0.82,2077,February
633,Corrugated Cardboard,Envelope,0.99,897,1455.56,3,8,No,"Food, Jewelry, Cosmetics",3.7,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Latin America,1.06,2077,March
634,Padded Envelope,Filler,1.69,4208,1389.08,3,7,No,"Electronics, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,UAE,1.04,2077,April
635,Kraft Paper,Wrap,0.6,921,1116.06,7,3,No,"Glassware, Cosmetics",4.9,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, North America",0.89,2077,May
636,Padded Envelope,Bag,0.4,238,1315.69,8,8,Yes,Books,3.7,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,1.13,2077,June
637,Corrugated Cardboard,Bag,0.22,4622,1902.68,12,9,Yes,"Clothing, Electronics",3.1,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Australia, Africa",1.26,2077,July
638,Plastic Mailer,Envelope,0.58,4809,1335.17,10,6,No,Tools,3.8,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,Australia,0.95,2077,August
639,Padded Envelope,Wrap,0.93,4725,862.82,7,7,Yes,"Tools, Accessories, Toys",3.2,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Africa, Australia",0.71,2077,September
640,Stretch Film,Wrap,1.13,2096,1481.72,9,5,Yes,"Jewelry, Cosmetics, Food",3.2,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Latin America,1.22,2077,October
641,Jiffy Bag,Bag,1.06,4783,970.82,6,9,Yes,Glassware,4.5,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Asia, Europe",0.72,2077,November
642,Biodegradable Foam,Envelope,0.71,3840,1253.62,11,3,Yes,Jewelry,5.0,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Europe, Africa",0.77,2077,December
643,Jiffy Bag,Envelope,0.99,3564,1916.19,12,6,No,"Tools, Accessories, Toys",3.6,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Africa, North America",1.41,2078,January
644,Bubble Wrap,Envelope,0.92,270,1256.62,3,10,Yes,"Jewelry, Cosmetics",3.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,1.06,2078,February
645,Kraft Paper,Box,0.09,2860,1184.01,14,5,No,Accessories,4.7,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"North America, Latin America",0.87,2078,March
646,Thermal Insulated Box,Envelope,1.97,197,1547.17,5,6,No,"Electronics, Glassware",4.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,North America,1.14,2078,April
647,Stretch Film,Filler,1.62,1728,1222.73,2,6,Yes,"Tools, Glassware",5.0,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Australia,1.2,2078,May
648,Kraft Paper,Filler,1.26,4004,1221.12,6,3,No,"Cosmetics, Accessories, Books",4.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,UAE,0.88,2078,June
649,Padded Envelope,Envelope,1.0,3272,1335.74,6,9,Yes,Accessories,3.5,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,0.98,2078,July
650,Biodegradable Foam,Envelope,0.17,4214,1746.05,5,9,No,"Food, Accessories, Toys",3.1,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Asia,1.17,2078,August
651,Rigid Boxes,Envelope,0.29,627,1801.97,4,4,No,"Cosmetics, Books",4.0,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,North America,1.09,2078,September
652,Rigid Boxes,Envelope,0.58,4867,1676.59,14,8,No,"Cosmetics, Electronics",3.3,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Europe, Australia",1.08,2078,October
653,Thermal Insulated Box,Bag,0.89,4369,1316.97,15,9,Yes,"Electronics, Cosmetics, Accessories",4.8,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Australia,0.97,2078,November
654,Bubble Wrap,Filler,0.69,2652,1761.98,2,10,No,"Cosmetics, Glassware, Clothing",3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,UAE,1.42,2078,December
655,Rigid Boxes,Bag,1.73,2973,2403.33,13,6,No,Toys,4.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.37,2079,January
656,Stretch Film,Bag,0.29,2054,1810.49,11,5,Yes,Jewelry,3.3,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Europe, Australia",1.29,2079,February
657,Bubble Wrap,Wrap,0.83,2644,1914.11,7,7,No,"Books, Accessories",3.8,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Australia,1.37,2079,March
658,Shrink Wrap,Box,1.37,579,1865.08,4,8,Yes,Accessories,4.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Africa,1.34,2079,April
659,Kraft Paper,Filler,0.23,1909,2063.14,14,9,Yes,Toys,3.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Asia",1.45,2079,May
660,Biodegradable Foam,Filler,1.49,3734,1471.33,12,7,Yes,"Glassware, Clothing",3.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Australia,1.07,2079,June
661,Biodegradable Foam,Envelope,1.27,815,1959.61,7,9,Yes,"Clothing, Accessories",4.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Asia, Europe",1.49,2079,July
662,Honeycomb Paper,Filler,0.47,1542,1622.27,11,9,Yes,Glassware,3.8,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Asia,1.23,2079,August
663,Thermal Insulated Box,Box,1.88,4026,1029.08,14,10,Yes,"Glassware, Food",4.1,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, UAE",0.74,2079,September
664,Stretch Film,Box,1.5,2399,1174.26,13,3,No,Jewelry,3.1,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, North America",0.89,2079,October
665,Thermal Insulated Box,Bag,0.77,2429,1528.99,8,3,No,"Toys, Cosmetics",4.5,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Asia, UAE",1.18,2079,November
666,Stretch Film,Filler,0.93,4389,1889.49,12,3,No,Books,4.5,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, North America",1.34,2079,December
667,Thermal Insulated Box,Bag,0.54,1462,1713.15,13,7,Yes,Glassware,3.4,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Australia, Latin America",1.26,2080,January
668,Corrugated Cardboard,Bag,1.89,4083,2198.93,2,9,No,"Jewelry, Toys, Cosmetics",3.0,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"UAE, Europe",1.37,2080,February
669,Thermal Insulated Box,Box,1.96,1715,738.25,8,3,No,"Accessories, Glassware, Tools",4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"North America, Australia",0.72,2080,March
670,Honeycomb Paper,Envelope,0.81,1274,2181.98,12,7,Yes,"Cosmetics, Electronics, Books",3.6,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"UAE, North America",1.41,2080,April
671,Shrink Wrap,Envelope,0.36,1183,1929.96,14,10,Yes,Food,3.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"North America, Australia",1.23,2080,May
672,Bubble Wrap,Filler,1.83,1008,1603.6,13,3,Yes,Glassware,3.9,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Europe,1.45,2080,June
673,Bubble Wrap,Envelope,0.86,2793,1724.68,4,3,No,"Clothing, Electronics, Glassware",4.6,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Europe, Africa",1.28,2080,July
674,Shrink Wrap,Box,0.36,4373,1034.41,3,8,No,"Glassware, Electronics",4.8,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"UAE, North America",0.77,2080,August
675,Thermal Insulated Box,Wrap,1.66,1929,863.16,5,6,No,"Jewelry, Electronics",3.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Latin America,0.72,2080,September
676,Corrugated Cardboard,Box,1.95,4781,1351.03,2,4,No,Food,4.4,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,Latin America,1.05,2080,October
677,Stretch Film,Bag,1.75,3575,1612.35,11,7,Yes,"Jewelry, Tools",3.1,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"UAE, Europe",1.3,2080,November
678,Rigid Boxes,Wrap,1.49,1278,1984.03,5,8,No,"Electronics, Tools",4.8,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Asia, North America",1.21,2080,December
679,Stretch Film,Filler,1.48,1601,1708.85,11,6,Yes,"Tools, Jewelry, Cosmetics",4.1,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Asia, Africa",1.12,2081,January
680,Rigid Boxes,Envelope,1.65,1262,1179.47,10,4,Yes,"Clothing, Accessories",3.9,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Europe, North America",0.75,2081,February
681,Bubble Wrap,Wrap,0.29,544,1346.31,13,9,Yes,"Clothing, Jewelry, Accessories",3.8,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Africa,0.9,2081,March
682,Shrink Wrap,Filler,0.3,3185,1299.57,13,7,Yes,Cosmetics,4.2,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,"Australia, Latin America",1.05,2081,April
683,Shrink Wrap,Bag,1.55,596,1493.9,8,6,Yes,"Food, Cosmetics, Books",4.7,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,North America,1.13,2081,May
684,Thermal Insulated Box,Wrap,0.54,3521,1214.7,13,7,No,Toys,4.0,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,Latin America,0.83,2081,June
685,Thermal Insulated Box,Wrap,0.96,3119,1249.2,15,9,Yes,Jewelry,4.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Latin America, Asia",1.02,2081,July
686,Kraft Paper,Box,1.58,4512,1285.44,9,7,Yes,"Food, Glassware, Toys",3.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Australia,0.86,2081,August
687,Kraft Paper,Envelope,0.16,4087,1143.82,2,4,No,"Jewelry, Glassware, Food",4.0,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Latin America,0.84,2081,September
688,Rigid Boxes,Box,0.59,3749,1611.5,12,10,No,Clothing,3.2,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.2,2081,October
689,Stretch Film,Filler,0.27,1580,2211.73,4,5,No,Books,4.8,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Africa, Asia",1.48,2081,November
690,Bubble Wrap,Wrap,1.2,212,1908.93,11,9,Yes,"Electronics, Jewelry",3.4,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,1.31,2081,December
691,Padded Envelope,Box,1.26,4295,1654.17,5,9,Yes,Electronics,4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Africa, Asia",1.23,2082,January
692,Corrugated Cardboard,Filler,1.24,3092,2086.34,9,3,Yes,Accessories,4.5,https://dummyimage.com/600x400/000/fff&text=Corrugated+Cardboard,"Europe, Africa",1.34,2082,February
693,Stretch Film,Box,1.28,1467,1816.8,2,8,No,"Electronics, Cosmetics",4.1,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,"Australia, North America",1.46,2082,March
694,Shrink Wrap,Envelope,1.75,1794,1747.76,5,5,No,Toys,3.5,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Africa,1.18,2082,April
695,Jiffy Bag,Wrap,0.67,2826,1950.92,9,6,No,Tools,3.0,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"North America, Africa",1.32,2082,May
696,Kraft Paper,Envelope,0.43,1577,1798.2,10,9,No,"Accessories, Cosmetics",3.4,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,Latin America,1.33,2082,June
697,Rigid Boxes,Box,0.62,4876,1296.65,2,10,No,Tools,3.5,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"UAE, Africa",0.9,2082,July
698,Bubble Wrap,Filler,0.51,1018,1354.93,8,6,Yes,Toys,3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Australia,1.11,2082,August
699,Rigid Boxes,Box,1.77,3368,1950.9,3,5,No,"Accessories, Toys",3.2,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Australia, Europe",1.28,2082,September
700,Padded Envelope,Filler,1.57,2638,1848.71,9,8,No,"Accessories, Cosmetics",4.4,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,Asia,1.35,2082,October
701,Biodegradable Foam,Wrap,0.07,887,1890.87,13,10,Yes,Glassware,3.2,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Africa,1.43,2082,November
702,Biodegradable Foam,Box,0.07,4854,1526.16,11,8,No,"Tools, Jewelry",4.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Europe,0.99,2082,December
703,Bubble Wrap,Bag,1.66,4570,1348.82,14,10,No,"Cosmetics, Clothing, Toys",3.7,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Africa,1.04,2083,January
704,Kraft Paper,Envelope,0.23,508,1006.91,13,7,No,Jewelry,4.1,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Africa, Latin America",0.84,2083,February
705,Biodegradable Foam,Filler,0.96,953,1649.25,4,9,No,"Tools, Clothing",4.2,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Africa,1.4,2083,March
706,Shrink Wrap,Filler,0.58,3873,2027.28,10,5,Yes,"Food, Jewelry, Accessories",4.6,https://dummyimage.com/600x400/000/fff&text=Shrink+Wrap,Asia,1.37,2083,April
707,Bubble Wrap,Envelope,1.45,1132,936.76,10,6,No,Accessories,4.8,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,North America,0.77,2083,May
708,Biodegradable Foam,Envelope,0.71,4205,2410.87,5,6,No,"Clothing, Jewelry, Tools",4.5,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Australia,1.47,2083,June
709,Thermal Insulated Box,Filler,0.85,4029,1237.31,12,8,Yes,"Electronics, Cosmetics",3.7,https://dummyimage.com/600x400/000/fff&text=Thermal+Insulated+Box,"Africa, Asia",1.12,2083,July
710,Honeycomb Paper,Filler,0.72,3816,2431.54,13,3,No,Books,4.9,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,1.49,2083,August
711,Honeycomb Paper,Envelope,0.63,2816,1125.48,2,7,Yes,Cosmetics,4.7,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,"Europe, Africa",0.79,2083,September
712,Rigid Boxes,Filler,1.98,4297,1575.16,10,4,Yes,"Tools, Electronics, Cosmetics",4.3,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,"Asia, Latin America",1.14,2083,October
713,Padded Envelope,Filler,1.85,1879,1187.27,9,8,No,"Glassware, Electronics, Jewelry",4.6,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Australia, Latin America",0.9,2083,November
714,Bubble Wrap,Envelope,1.9,204,1233.27,15,6,Yes,"Accessories, Cosmetics, Books",4.4,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,"Africa, Australia",0.85,2083,December
715,Plastic Mailer,Filler,1.66,2378,1654.06,5,7,No,Tools,5.0,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Africa, Europe",1.19,2084,January
716,Honeycomb Paper,Bag,0.76,3837,2029.39,5,8,Yes,"Cosmetics, Toys, Food",4.5,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,UAE,1.31,2084,February
717,Honeycomb Paper,Box,0.66,1716,1848.61,14,7,Yes,"Electronics, Jewelry",4.0,https://dummyimage.com/600x400/000/fff&text=Honeycomb+Paper,Europe,1.31,2084,March
718,Kraft Paper,Wrap,0.58,2797,1557.8,7,9,Yes,"Electronics, Food, Toys",4.8,https://dummyimage.com/600x400/000/fff&text=Kraft+Paper,"Australia, Asia",1.1,2084,April
719,Bubble Wrap,Filler,0.18,1460,1236.93,10,6,Yes,"Glassware, Jewelry, Clothing",3.1,https://dummyimage.com/600x400/000/fff&text=Bubble+Wrap,Latin America,0.92,2084,May
720,Stretch Film,Box,1.54,2056,1068.2,14,5,Yes,Electronics,3.7,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,0.77,2084,June
721,Padded Envelope,Box,1.28,2993,1294.34,7,7,Yes,"Toys, Accessories, Electronics",4.1,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,UAE,0.9,2084,July
722,Biodegradable Foam,Envelope,1.98,3872,1133.48,10,10,Yes,"Accessories, Clothing, Books",4.6,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Africa,0.98,2084,August
723,Jiffy Bag,Wrap,1.08,3560,1641.68,10,5,Yes,"Glassware, Food",3.3,https://dummyimage.com/600x400/000/fff&text=Jiffy+Bag,"Europe, North America",1.36,2084,September
724,Padded Envelope,Bag,0.41,800,1229.11,13,5,No,Jewelry,4.7,https://dummyimage.com/600x400/000/fff&text=Padded+Envelope,"Asia, UAE",0.82,2084,October
725,Biodegradable Foam,Filler,1.17,2110,1816.39,10,3,No,"Tools, Toys, Cosmetics",4.8,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,"Europe, UAE",1.28,2084,November
726,Plastic Mailer,Wrap,1.16,655,1698.24,9,7,Yes,Books,4.7,https://dummyimage.com/600x400/000/fff&text=Plastic+Mailer,"Europe, Latin America",1.24,2084,December
727,Biodegradable Foam,Box,1.43,4938,1859.06,2,5,Yes,"Glassware, Electronics, Food",3.3,https://dummyimage.com/600x400/000/fff&text=Biodegradable+Foam,Europe,1.33,2085,January
728,Rigid Boxes,Filler,1.84,1156,1905.7,2,3,No,Cosmetics,4.3,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Africa,1.32,2085,February
729,Rigid Boxes,Bag,1.83,348,1412.3,8,5,No,"Glassware, Clothing, Electronics",3.4,https://dummyimage.com/600x400/000/fff&text=Rigid+Boxes,Europe,1.07,2085,March
730,Stretch Film,Wrap,1.24,4854,1235.16,13,7,Yes,"Food, Books",3.5,https://dummyimage.com/600x400/000/fff&text=Stretch+Film,Asia,0.96,2085,April
